TimeStamp,Intensity_Left,Pupil_Diameter_Left,Intensity_Right,Pupil_Diameter_Right,GazeOrigin.x,GazeOrigin.y,GazeOrigin.z,GazeDirection.x,GazeDirection.y,GazeDirection.z
0.008,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.016,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.024,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.032,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.04,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.048,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.056,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.064,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.072,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.08,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.088,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.096,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.104,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.112,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.12,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.128,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.136,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.144,0.0,4.00914,0.0,4.255478,23.233185,2.171173,-33.24437,0.006485,0.008347,0.999939
0.152,0.0,4.00914,0.0,4.255478,23.233185,2.171173,-33.24437,0.006485,0.008347,0.999939
0.16,0.0,3.763748,0.0,4.095535,22.58493,2.241226,-33.830963,-0.008972,-0.027298,0.999573
0.168,0.0,3.763748,0.0,4.095535,22.58493,2.241226,-33.830963,-0.008972,-0.027298,0.999573
0.176,0.0,3.933228,0.0,4.19165,-30.453842,0.292297,-30.981522,-0.010651,-0.001205,0.999939
0.184,0.0,3.933228,0.0,4.19165,-30.453842,0.292297,-30.981522,-0.010651,-0.001205,0.999939
0.192,0.0,3.883057,0.0,4.139175,-3.190887,1.125778,-32.021576,-0.009705,-0.000778,0.999939
0.2,0.0,3.883057,0.0,4.139175,-3.190887,1.125778,-32.021576,-0.009705,-0.000778,0.999939
0.208,0.0,3.900513,0.0,4.175797,-22.655579,0.480057,-31.235596,-0.009598,-0.008636,0.999908
0.216,0.0,3.900513,0.0,4.175797,-22.655579,0.480057,-31.235596,-0.009598,-0.008636,0.999908
0.224,0.0,3.918945,0.0,4.075287,-28.836838,0.268661,-31.003876,-0.006866,-0.008148,0.999939
0.232,0.0,3.918945,0.0,4.075287,-28.836838,0.268661,-31.003876,-0.006866,-0.008148,0.999939
0.24,0.0,3.975433,0.0,4.115723,-27.818314,0.307953,-31.127167,-0.010208,-0.005844,0.999924
0.248,0.0,3.975433,0.0,4.115723,-27.818314,0.307953,-31.127167,-0.010208,-0.005844,0.999924
0.256,0.0,3.926437,0.0,4.09906,-2.545425,0.985901,-31.878464,-0.015594,0.00058,0.999878
0.264,0.0,3.926437,0.0,4.09906,-2.545425,0.985901,-31.878464,-0.015594,0.00058,0.999878
0.272,0.0,4.004822,0.0,4.100998,4.402298,1.176315,-32.096619,-0.016632,-0.001099,0.999847
0.28,0.0,4.004822,0.0,4.100998,4.402298,1.176315,-32.096619,-0.016632,-0.001099,0.999847
0.288,0.0,3.902847,0.0,4.062119,8.960358,1.283081,-32.242371,-0.011749,-0.001892,0.999924
0.296,0.0,3.838058,0.0,4.1138,8.638992,1.27269,-32.243317,-0.013687,0.001419,0.999893
0.304,0.0,3.838058,0.0,4.1138,8.638992,1.27269,-32.243317,-0.013687,0.001419,0.999893
0.312,0.0,3.838058,0.0,4.1138,8.638992,1.27269,-32.243317,-0.013687,0.001419,0.999893
0.32,0.0,3.832382,0.0,4.097382,14.054565,1.446304,-32.470169,-0.014252,-0.000427,0.999893
0.328,0.0,3.848694,0.0,4.112656,-27.234543,0.163269,-30.824066,-0.010391,0.00386,0.999924
0.336,0.0,3.848694,0.0,4.112656,-27.234543,0.163269,-30.824066,-0.010391,0.00386,0.999924
0.344,0.0,3.900925,0.0,4.155701,-29.309219,0.09198,-30.730972,-0.01442,-0.000595,0.999893
0.352,0.0,3.900925,0.0,4.155701,-29.309219,0.09198,-30.730972,-0.01442,-0.000595,0.999893
0.36,0.0,3.88858,0.0,4.114197,-27.38681,0.153214,-30.817657,-0.014389,0.001862,0.999893
0.368,0.0,3.88858,0.0,4.114197,-27.38681,0.153214,-30.817657,-0.014389,0.001862,0.999893
0.376,0.0,3.891647,0.0,4.113159,-24.878693,0.231949,-30.93335,-0.013458,0.002472,0.999893
0.384,0.0,3.891647,0.0,4.113159,-24.878693,0.231949,-30.93335,-0.013458,0.002472,0.999893
0.392,0.0,3.900146,0.0,4.112167,-27.154663,0.196457,-30.902542,-0.010834,-0.002716,0.999924
0.4,0.0,3.900146,0.0,4.112167,-27.154663,0.196457,-30.902542,-0.010834,-0.002716,0.999924
0.408,0.0,3.897385,0.0,4.11116,-19.655991,0.411591,-31.167694,-0.010651,-0.000732,0.999939
0.416,0.0,3.897385,0.0,4.11116,-19.655991,0.411591,-31.167694,-0.010651,-0.000732,0.999939
0.424,0.0,3.897736,0.0,4.108902,5.800446,1.126251,-32.003189,-0.014328,0.003143,0.999878
0.432,0.0,3.897736,0.0,4.108902,5.800446,1.126251,-32.003189,-0.014328,0.003143,0.999878
0.44,0.0,3.901886,0.0,4.111832,6.169907,1.103378,-31.90834,-0.013062,0.003433,0.999908
0.448,0.0,3.901886,0.0,4.111832,6.169907,1.103378,-31.90834,-0.013062,0.003433,0.999908
0.456,0.0,3.909729,0.0,4.110535,-27.020355,0.248596,-31.009476,-0.00914,-0.005096,0.999939
0.464,0.0,3.909729,0.0,4.110535,-27.020355,0.248596,-31.009476,-0.00914,-0.005096,0.999939
0.472,0.0,3.908844,0.0,4.108932,-29.665009,0.190201,-30.969772,-0.008621,-0.005447,0.999939
0.48,0.0,3.908844,0.0,4.108932,-29.665009,0.190201,-30.969772,-0.008621,-0.005447,0.999939
0.488,0.0,3.911209,0.0,4.10704,-29.268555,0.215439,-31.040237,-0.006714,-0.004944,0.999954
0.496,0.0,3.7892,0.0,4.04425,-26.433685,0.275665,-31.20755,-0.007233,-0.004517,0.999954
0.504,0.0,3.7892,0.0,4.04425,-26.433685,0.275665,-31.20755,-0.007233,-0.004517,0.999954
0.512,0.0,3.7892,0.0,4.04425,-26.433685,0.275665,-31.20755,-0.007233,-0.004517,0.999954
0.52,0.0,3.854294,0.0,4.056717,6.357086,1.016098,-31.751999,-0.010391,-0.000763,0.999939
0.528,0.0,3.854294,0.0,4.056717,6.357086,1.016098,-31.751999,-0.010391,-0.000763,0.999939
0.536,0.0,3.924637,0.0,4.09819,8.055099,1.039703,-31.752335,-0.011475,0.000839,0.999924
0.544,0.0,3.907257,0.0,4.069504,-2.374161,0.782867,-31.511322,-0.009109,-0.000443,0.999954
0.552,0.0,3.907257,0.0,4.069504,-2.374161,0.782867,-31.511322,-0.009109,-0.000443,0.999954
0.56,0.0,3.907257,0.0,4.072235,-7.465256,0.66069,-31.402191,-0.00618,-0.003571,0.999969
0.568,0.0,3.907257,0.0,4.072235,-7.465256,0.66069,-31.402191,-0.00618,-0.003571,0.999969
0.576,0.0,3.907303,0.0,4.075531,-10.68956,0.584106,-31.33493,-0.005753,-0.005371,0.999954
0.584,0.0,3.907303,0.0,4.075531,-10.68956,0.584106,-31.33493,-0.005753,-0.005371,0.999954
0.592,0.0,3.905014,0.0,4.077591,-4.293198,0.735886,-31.466812,-0.006744,-0.002655,0.999969
0.6,0.0,3.905014,0.0,4.077591,-4.293198,0.735886,-31.466812,-0.006744,-0.002655,0.999969
0.608,0.0,3.905426,0.0,4.076981,-0.242355,0.830856,-31.548706,-0.007233,-0.002197,0.999969
0.616,0.0,3.901749,0.0,4.074188,2.201385,0.886749,-31.604614,-0.00769,-0.000687,0.999969
0.624,0.0,3.901749,0.0,4.074188,2.201385,0.886749,-31.604614,-0.00769,-0.000687,0.999969
0.632,0.0,3.90213,0.0,4.070206,2.121475,0.883011,-31.601624,-0.007751,-0.000549,0.999969
0.64,0.0,3.90213,0.0,4.070206,2.121475,0.883011,-31.601624,-0.007751,-0.000549,0.999969
0.648,0.0,3.904022,0.0,4.066727,2.251343,0.885345,-31.600525,-0.007889,-0.000977,0.999954
0.656,0.0,3.904022,0.0,4.066727,2.251343,0.885345,-31.600525,-0.007889,-0.000977,0.999954
0.664,0.0,3.904022,0.0,4.066727,2.251343,0.885345,-31.600525,-0.007889,-0.000977,0.999954
0.672,0.0,3.904678,0.0,4.064865,1.782547,0.870331,-31.585983,-0.007324,-0.000031,0.999969
0.68,0.0,3.904678,0.0,4.064865,1.782547,0.870331,-31.585983,-0.007324,-0.000031,0.999969
0.688,0.0,3.901886,0.0,4.065155,0.737701,0.845535,-31.565414,-0.007385,0.000214,0.999969
0.696,0.0,3.897995,0.0,4.050034,0.588989,0.838669,-31.562485,-0.007889,0.000916,0.999954
0.704,0.0,3.897995,0.0,4.050034,0.588989,0.838669,-31.562485,-0.007889,0.000916,0.999954
0.712,0.0,3.897995,0.0,4.050034,0.588989,0.838669,-31.562485,-0.007889,0.000916,0.999954
0.72,0.0,3.897888,0.0,4.050278,1.523865,0.859482,-31.567276,-0.007553,0.000488,0.999969
0.728,0.0,3.898727,0.0,4.050568,3.65831,0.908432,-31.607651,-0.007584,0.001541,0.999969
0.736,0.0,3.898727,0.0,4.050568,3.65831,0.908432,-31.607651,-0.007584,0.001541,0.999969
0.744,0.0,3.898544,0.0,4.06752,5.150284,0.940567,-31.627289,-0.008118,0.00206,0.999954
0.752,0.0,3.898544,0.0,4.06752,5.150284,0.940567,-31.627289,-0.008118,0.00206,0.999954
0.76,0.0,3.900742,0.0,4.068481,5.87001,0.95575,-31.63353,-0.00856,0.001495,0.999954
0.768,0.0,3.900742,0.0,4.068481,5.87001,0.95575,-31.63353,-0.00856,0.001495,0.999954
0.776,0.0,3.895309,0.0,4.062393,5.844208,0.954544,-31.631744,-0.008713,0.001373,0.999954
0.784,0.0,3.895309,0.0,4.062393,5.844208,0.954544,-31.631744,-0.008713,0.001373,0.999954
0.792,0.0,3.871613,0.0,4.086731,4.912308,0.974731,-31.692261,-0.010056,0.000839,0.999939
0.8,0.0,3.871613,0.0,4.086731,4.912308,0.974731,-31.692261,-0.010056,0.000839,0.999939
0.808,0.0,3.926086,0.0,4.104645,1.578064,0.961395,-31.717453,-0.008759,0.005463,0.999939
0.816,0.0,3.926086,0.0,4.104645,1.578064,0.961395,-31.717453,-0.008759,0.005463,0.999939
0.824,0.0,3.900604,0.0,4.104736,-3.028946,0.834747,-31.596298,-0.00972,0.004135,0.999939
0.832,0.0,3.900604,0.0,4.104736,-3.028946,0.834747,-31.596298,-0.00972,0.004135,0.999939
0.84,0.0,3.806686,0.0,4.105011,-4.663986,0.793427,-31.545975,-0.010971,0.006058,0.999908
0.848,0.0,3.841309,0.0,4.111542,9.846527,1.113739,-31.818069,-0.014313,0.011688,0.999817
0.856,0.0,3.841309,0.0,4.111542,9.846527,1.113739,-31.818069,-0.014313,0.011688,0.999817
0.864,0.0,3.841309,0.0,4.111542,9.846527,1.113739,-31.818069,-0.014313,0.011688,0.999817
0.872,0.0,3.841309,0.0,4.111542,9.846527,1.113739,-31.818069,-0.014313,0.011688,0.999817
0.88,0.0,3.829834,0.0,4.122559,11.510345,1.149231,-31.839401,-0.01178,0.01265,0.999847
0.888,0.0,3.829834,0.0,4.122559,11.510345,1.149231,-31.839401,-0.01178,0.01265,0.999847
0.896,0.0,3.836044,0.0,4.119186,12.936035,1.180267,-31.859909,-0.013321,0.013,0.999817
0.904,0.0,3.836044,0.0,4.119186,12.936035,1.180267,-31.859909,-0.013321,0.013,0.999817
0.912,0.0,3.836044,0.0,4.119186,12.936035,1.180267,-31.859909,-0.013321,0.013,0.999817
0.92,0.0,3.825348,0.0,4.121445,14.267319,1.20752,-31.872528,-0.012207,0.013885,0.999817
0.928,0.0,3.816681,0.0,4.11731,15.535568,1.236038,-31.89061,-0.012497,0.013962,0.999817
0.936,0.0,3.816681,0.0,4.11731,15.535568,1.236038,-31.89061,-0.012497,0.013962,0.999817
0.944,0.0,3.816681,0.0,4.11731,15.535568,1.236038,-31.89061,-0.012497,0.013962,0.999817
0.952,0.0,3.821106,0.0,4.118484,15.103149,1.221085,-31.866577,-0.012573,0.013855,0.999817
0.960001,0.0,3.842041,0.0,4.1297,13.482483,1.175613,-31.811554,-0.012833,0.012817,0.999832
0.968001,0.0,3.842041,0.0,4.1297,13.482483,1.175613,-31.811554,-0.012833,0.012817,0.999832
0.976001,0.0,3.846298,0.0,4.132263,10.962708,1.110367,-31.745117,-0.012909,0.012329,0.999832
0.984001,0.0,3.846298,0.0,4.132263,10.962708,1.110367,-31.745117,-0.012909,0.012329,0.999832
0.992001,0.0,3.829834,0.0,4.132614,9.662735,1.076706,-31.707687,-0.012787,0.011795,0.999847
1.000001,0.0,3.829834,0.0,4.132614,9.662735,1.076706,-31.707687,-0.012787,0.011795,0.999847
1.008001,0.0,3.857681,0.0,4.132126,6.28656,0.989746,-31.619614,-0.012878,0.011124,0.999847
1.016001,0.0,3.846268,0.0,4.132324,2.733185,0.898361,-31.526932,-0.012466,0.010406,0.999863
1.024001,0.0,3.846268,0.0,4.132324,2.733185,0.898361,-31.526932,-0.012466,0.010406,0.999863
1.032001,0.0,3.860626,0.0,4.118484,2.939682,0.913376,-31.556915,-0.012543,0.00975,0.999863
1.040001,0.0,3.860626,0.0,4.118484,2.939682,0.913376,-31.556915,-0.012543,0.00975,0.999863
1.048001,0.0,3.86142,0.0,4.129791,5.146194,0.971527,-31.625168,-0.012512,0.010864,0.999847
1.056001,0.0,3.86142,0.0,4.129791,5.146194,0.971527,-31.625168,-0.012512,0.010864,0.999847
1.064001,0.0,3.86142,0.0,4.129791,5.146194,0.971527,-31.625168,-0.012512,0.010864,0.999847
1.072001,0.0,3.860535,0.0,4.132614,6.443192,1.006485,-31.661102,-0.010956,0.010895,0.999878
1.080001,0.0,3.860062,0.0,4.132965,5.93251,0.992447,-31.650024,-0.010071,0.010345,0.999893
1.088001,0.0,3.860062,0.0,4.132965,5.93251,0.992447,-31.650024,-0.010071,0.010345,0.999893
1.096001,0.0,3.860062,0.0,4.132965,5.93251,0.992447,-31.650024,-0.010071,0.010345,0.999893
1.104001,0.0,3.875031,0.0,4.122208,5.172791,0.973328,-31.631531,-0.010895,0.010529,0.999878
1.112001,0.0,3.859863,0.0,4.121399,3.329483,0.926773,-31.585861,-0.010773,0.009689,0.999893
1.120001,0.0,3.859863,0.0,4.121399,3.329483,0.926773,-31.585861,-0.010773,0.009689,0.999893
1.128001,0.0,3.859863,0.0,4.121399,3.329483,0.926773,-31.585861,-0.010773,0.009689,0.999893
1.136001,0.0,3.845779,0.0,4.121307,2.571121,0.906281,-31.564789,-0.010834,0.009598,0.999893
1.144001,0.0,3.875534,0.0,4.128052,2.308289,0.90123,-31.565689,-0.011185,0.009567,0.999878
1.152001,0.0,3.875534,0.0,4.128052,2.308289,0.90123,-31.565689,-0.011185,0.009567,0.999878
1.160001,0.0,3.861084,0.0,4.126465,3.553497,0.93689,-31.603928,-0.010818,0.00882,0.999893
1.168001,0.0,3.861084,0.0,4.126465,3.553497,0.93689,-31.603928,-0.010818,0.00882,0.999893
1.176001,0.0,3.86084,0.0,4.126114,4.917191,0.974228,-31.64743,-0.010895,0.009171,0.999893
1.184001,0.0,3.86084,0.0,4.126114,4.917191,0.974228,-31.64743,-0.010895,0.009171,0.999893
1.192001,0.0,3.855453,0.0,4.125748,5.536255,0.990433,-31.663849,-0.010635,0.009613,0.999893
1.200001,0.0,3.855453,0.0,4.125748,5.536255,0.990433,-31.663849,-0.010635,0.009613,0.999893
1.208001,0.0,3.846008,0.0,4.127686,5.601593,0.993988,-31.672302,-0.010239,0.009689,0.999893
1.216001,0.0,3.846008,0.0,4.127686,5.601593,0.993988,-31.672302,-0.010239,0.009689,0.999893
1.224001,0.0,3.861176,0.0,4.129059,5.40892,0.995621,-31.682343,-0.010635,0.009247,0.999893
1.232001,0.0,3.875336,0.0,4.141479,4.524933,0.97644,-31.665314,-0.011063,0.009308,0.999893
1.240001,0.0,3.875336,0.0,4.141479,4.524933,0.97644,-31.665314,-0.011063,0.009308,0.999893
1.248001,0.0,3.875336,0.0,4.141479,4.524933,0.97644,-31.665314,-0.011063,0.009308,0.999893
1.256001,0.0,3.875916,0.0,4.149734,3.322372,0.94812,-31.64035,-0.010956,0.009659,0.999893
1.264001,0.0,3.871384,0.0,4.150116,2.126343,0.919495,-31.614441,-0.010925,0.009918,0.999878
1.272001,0.0,3.871384,0.0,4.150116,2.126343,0.919495,-31.614441,-0.010925,0.009918,0.999878
1.280001,0.0,3.871384,0.0,4.150116,2.126343,0.919495,-31.614441,-0.010925,0.009918,0.999878
1.288001,0.0,3.8759,0.0,4.152527,1.108047,0.894135,-31.593109,-0.011551,0.010101,0.999878
1.296001,0.0,3.8759,0.0,4.152527,1.108047,0.894135,-31.593109,-0.011551,0.010101,0.999878
1.304001,0.0,3.875595,0.0,4.157669,1.20314,0.897202,-31.593857,-0.011154,0.009689,0.999878
1.312001,0.0,3.883041,0.0,4.152008,1.673172,0.907104,-31.601547,-0.011566,0.01001,0.999878
1.320001,0.0,3.883041,0.0,4.152008,1.673172,0.907104,-31.601547,-0.011566,0.01001,0.999878
1.328001,0.0,3.903793,0.0,4.152512,2.49472,0.926758,-31.615677,-0.01178,0.009811,0.999878
1.336001,0.0,3.903793,0.0,4.152512,2.49472,0.926758,-31.615677,-0.01178,0.009811,0.999878
1.344001,0.0,3.900681,0.0,4.152954,3.306427,0.945709,-31.633179,-0.012161,0.010696,0.999863
1.352001,0.0,3.900681,0.0,4.152954,3.306427,0.945709,-31.633179,-0.012161,0.010696,0.999863
1.360001,0.0,3.90062,0.0,4.153397,3.664536,0.951935,-31.636414,-0.012146,0.010818,0.999863
1.368001,0.0,3.90062,0.0,4.153397,3.664536,0.951935,-31.636414,-0.012146,0.010818,0.999863
1.376001,0.0,3.909241,0.0,4.154465,3.96785,0.955582,-31.632797,-0.012573,0.011353,0.999847
1.384001,0.0,3.909241,0.0,4.154465,3.96785,0.955582,-31.632797,-0.012573,0.011353,0.999847
1.392001,0.0,3.912216,0.0,4.155106,4.586899,0.969254,-31.641022,-0.01268,0.011673,0.999847
1.400001,0.0,3.912216,0.0,4.155106,4.586899,0.969254,-31.641022,-0.01268,0.011673,0.999847
1.408001,0.0,3.911865,0.0,4.154953,5.119064,0.981384,-31.651123,-0.012573,0.011292,0.999847
1.416001,0.0,3.911865,0.0,4.154953,5.119064,0.981384,-31.651123,-0.012573,0.011292,0.999847
1.424001,0.0,4.024872,0.0,4.137558,5.183289,1.110504,-32.133713,-0.008972,0.001251,0.999954
1.432001,0.0,4.024872,0.0,4.137558,5.183289,1.110504,-32.133713,-0.008972,0.001251,0.999954
1.440001,0.0,3.929428,0.0,4.104218,9.798965,1.208832,-32.209686,-0.011642,0.002731,0.999924
1.448002,0.0,3.929428,0.0,4.104218,9.798965,1.208832,-32.209686,-0.011642,0.002731,0.999924
1.456002,0.0,3.950897,0.0,4.165497,18.118759,1.345657,-32.181763,-0.011993,0.004715,0.999908
1.464002,0.0,3.950897,0.0,4.165497,18.118759,1.345657,-32.181763,-0.011993,0.004715,0.999908
1.472002,0.0,3.95932,0.0,4.157959,-11.798721,0.633896,-31.504578,-0.005798,0.00061,0.999969
1.480002,0.0,3.95932,0.0,4.157959,-11.798721,0.633896,-31.504578,-0.005798,0.00061,0.999969
1.488002,0.0,3.980469,0.0,4.158585,-30.109436,0.226166,-31.198074,-0.002533,-0.002014,0.999985
1.496002,0.0,3.973846,0.0,4.165482,-30.404541,0.216049,-31.183685,-0.002457,-0.00206,0.999985
1.504002,0.0,3.973846,0.0,4.165482,-30.404541,0.216049,-31.183685,-0.002457,-0.00206,0.999985
1.512002,0.0,3.974472,0.0,4.16539,-29.843933,0.231155,-31.193573,-0.002502,-0.001953,0.999985
1.520002,0.0,3.974472,0.0,4.16539,-29.843933,0.231155,-31.193573,-0.002502,-0.001953,0.999985
1.528002,0.0,3.976013,0.0,4.165878,-6.886032,0.737366,-31.568237,-0.007004,0.002914,0.999969
1.536002,0.0,3.976013,0.0,4.165878,-6.886032,0.737366,-31.568237,-0.007004,0.002914,0.999969
1.544002,0.0,3.97728,0.0,4.169739,2.028442,0.930878,-31.705399,-0.008759,0.005371,0.999939
1.552002,0.0,3.97728,0.0,4.169739,2.028442,0.930878,-31.705399,-0.008759,0.005371,0.999939
1.560002,0.0,3.977539,0.0,4.166565,1.08226,0.906693,-31.680222,-0.008377,0.005493,0.999939
1.568002,0.0,3.977539,0.0,4.166565,1.08226,0.906693,-31.680222,-0.008377,0.005493,0.999939
1.576002,0.0,3.989044,0.0,4.166763,1.93129,0.925156,-31.687134,-0.008728,0.006042,0.999939
1.584002,0.0,3.989044,0.0,4.166763,1.93129,0.925156,-31.687134,-0.008728,0.006042,0.999939
1.592002,0.0,3.978363,0.0,4.160385,2.390396,0.935318,-31.694687,-0.008881,0.006516,0.999939
1.600002,0.0,3.978516,0.0,4.172302,3.999496,0.964264,-31.703903,-0.009644,0.007111,0.999924
1.608002,0.0,3.978516,0.0,4.172302,3.999496,0.964264,-31.703903,-0.009644,0.007111,0.999924
1.616002,0.0,3.978516,0.0,4.172302,3.999496,0.964264,-31.703903,-0.009644,0.007111,0.999924
1.624002,0.0,3.995865,0.0,4.175125,21.86557,1.346237,-31.966339,-0.013885,0.011887,0.999832
1.632002,0.0,3.995865,0.0,4.175125,21.86557,1.346237,-31.966339,-0.013885,0.011887,0.999832
1.640002,0.0,3.995102,0.0,4.179535,29.887833,1.54129,-32.134674,-0.014297,0.012039,0.999817
1.648002,0.0,3.994186,0.0,4.179947,30.140793,1.548126,-32.146454,-0.014832,0.013672,0.999786
1.656002,0.0,3.994278,0.0,4.17717,21.647003,1.344864,-31.96962,-0.013641,0.013412,0.999802
1.664002,0.0,3.994278,0.0,4.17717,21.647003,1.344864,-31.96962,-0.013641,0.013412,0.999802
1.672002,0.0,3.994278,0.0,4.17717,21.647003,1.344864,-31.96962,-0.013641,0.013412,0.999802
1.680002,0.0,3.994278,0.0,4.17717,21.647003,1.344864,-31.96962,-0.013641,0.013412,0.999802
1.688002,0.0,3.996078,0.0,4.177719,12.298355,1.116882,-31.761124,-0.013382,0.012054,0.999832
1.696002,0.0,3.996445,0.0,4.186737,4.905136,0.936478,-31.598404,-0.012772,0.01091,0.999847
1.704002,0.0,3.996445,0.0,4.186737,4.905136,0.936478,-31.598404,-0.012772,0.01091,0.999847
1.712002,0.0,3.996445,0.0,4.186737,4.905136,0.936478,-31.598404,-0.012772,0.01091,0.999847
1.720002,0.0,4.006241,0.0,4.191025,4.821228,0.931839,-31.58432,-0.013168,0.010818,0.999847
1.728002,0.0,4.019547,0.0,4.194229,4.857208,0.93071,-31.58168,-0.013489,0.011276,0.999832
1.736002,0.0,4.019547,0.0,4.194229,4.857208,0.93071,-31.58168,-0.013489,0.011276,0.999832
1.744002,0.0,4.022385,0.0,4.223618,4.823334,0.929245,-31.580246,-0.013123,0.011505,0.999847
1.752002,0.0,4.022385,0.0,4.223618,4.823334,0.929245,-31.580246,-0.013123,0.011505,0.999847
1.760002,0.0,4.022308,0.0,4.230209,3.856796,0.905396,-31.55394,-0.012909,0.011093,0.999847
1.768002,0.0,4.022308,0.0,4.230209,3.856796,0.905396,-31.55394,-0.012909,0.011093,0.999847
1.776002,0.0,4.054428,0.0,4.242325,2.874435,0.880859,-31.529099,-0.012726,0.011246,0.999847
1.784002,0.0,4.054428,0.0,4.242325,2.874435,0.880859,-31.529099,-0.012726,0.011246,0.999847
1.792002,0.0,4.05809,0.0,4.244583,2.846848,0.880173,-31.527679,-0.013397,0.011215,0.999832
1.800002,0.0,4.05809,0.0,4.244583,2.846848,0.880173,-31.527679,-0.013397,0.011215,0.999832
1.808002,0.0,4.058167,0.0,4.24884,3.030243,0.884308,-31.525208,-0.012573,0.010986,0.999847
1.816002,0.0,4.058167,0.0,4.24884,3.030243,0.884308,-31.525208,-0.012573,0.010986,0.999847
1.824002,0.0,4.067627,0.0,4.251877,3.388489,0.893295,-31.531906,-0.011261,0.010773,0.999878
1.832002,0.0,4.067627,0.0,4.251877,3.388489,0.893295,-31.531906,-0.011261,0.010773,0.999878
1.840002,0.0,4.067749,0.0,4.257462,4.161041,0.909058,-31.536346,-0.011276,0.010773,0.999878
1.848002,0.0,4.074631,0.0,4.278809,4.704132,0.922058,-31.547226,-0.011368,0.011185,0.999863
1.856002,0.0,4.074631,0.0,4.278809,4.704132,0.922058,-31.547226,-0.011368,0.011185,0.999863
1.864002,0.0,4.074631,0.0,4.278809,4.704132,0.922058,-31.547226,-0.011368,0.011185,0.999863
1.872002,0.0,4.079407,0.0,4.287399,4.238586,0.910416,-31.533905,-0.010788,0.011078,0.999878
1.880002,0.0,4.080231,0.0,4.28775,3.660889,0.896072,-31.520355,-0.010895,0.010422,0.999878
1.888002,0.0,4.080231,0.0,4.28775,3.660889,0.896072,-31.520355,-0.010895,0.010422,0.999878
1.896002,0.0,4.092728,0.0,4.282608,2.61351,0.870071,-31.492737,-0.011169,0.010178,0.999878
1.904002,0.0,4.092728,0.0,4.282608,2.61351,0.870071,-31.492737,-0.011169,0.010178,0.999878
1.912002,0.0,4.095001,0.0,4.279358,2.391846,0.863327,-31.4832,-0.011063,0.010117,0.999878
1.920002,0.0,4.095001,0.0,4.279358,2.391846,0.863327,-31.4832,-0.011063,0.010117,0.999878
1.928002,0.0,4.121246,0.0,4.284882,2.751602,0.871552,-31.488647,-0.010864,0.010178,0.999878
1.936002,0.0,4.121246,0.0,4.284882,2.751602,0.871552,-31.488647,-0.010864,0.010178,0.999878
1.944003,0.0,4.121124,0.0,4.283279,3.059799,0.879669,-31.494736,-0.010696,0.010162,0.999878
1.952003,0.0,4.133881,0.0,4.282944,2.890717,0.877151,-31.490112,-0.010834,0.010223,0.999878
1.960003,0.0,4.133881,0.0,4.282944,2.890717,0.877151,-31.490112,-0.010834,0.010223,0.999878
1.968003,0.0,4.133881,0.0,4.282944,2.890717,0.877151,-31.490112,-0.010834,0.010223,0.999878
1.976003,0.0,4.135574,0.0,4.288544,2.557648,0.86911,-31.482254,-0.010223,0.010468,0.999878
1.984003,0.0,4.135574,0.0,4.288544,2.557648,0.86911,-31.482254,-0.010223,0.010468,0.999878
1.992003,0.0,4.137985,0.0,4.288391,2.319244,0.863495,-31.47673,-0.009674,0.010376,0.999893
2.000003,0.0,4.137985,0.0,4.288391,2.319244,0.863495,-31.47673,-0.009674,0.010376,0.999893
2.008003,0.0,4.153976,0.0,4.331161,1.70491,0.851273,-31.467316,-0.008789,0.009979,0.999908
2.016002,0.0,4.153397,0.0,4.329987,1.7155,0.858047,-31.46785,-0.008652,0.008469,0.999924
2.024002,0.0,4.153397,0.0,4.329987,1.7155,0.858047,-31.46785,-0.008652,0.008469,0.999924
